model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
Word@0001@All;LogisticRegression;67.39;67.49;67.49;67.54;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.52      0.48      0.50        95
           1       0.77      0.60      0.67        95

    accuracy                           0.59       285
   macro avg       0.60      0.59      0.59       285
weighted avg       0.60      0.59      0.59       285
";"[[64 41 17]
 [22 46 21]
 [ 9  8 57]]";0 hour:1 min:26 sec
Word@0010@All;SVM;66.85;66.8;66.8;67.22;"              precision    recall  f1-score   support

          -1       0.53      0.61      0.57        95
           0       0.48      0.48      0.48        95
           1       0.72      0.61      0.66        95

    accuracy                           0.57       285
   macro avg       0.58      0.57      0.57       285
weighted avg       0.58      0.57      0.57       285
";"[[58 38 13]
 [25 46 24]
 [12 11 58]]";0 hour:1 min:47 sec
Word@0010@All;RandomForest;87.9;88.1;87.64;88.59;"              precision    recall  f1-score   support

          -1       0.39      0.87      0.54        95
           0       0.38      0.03      0.06        95
           1       0.66      0.45      0.54        95

    accuracy                           0.45       285
   macro avg       0.48      0.45      0.38       285
weighted avg       0.48      0.45      0.38       285
";"[[83 79 50]
 [ 3  3  2]
 [ 9 13 43]]";0 hour:2 min:2 sec
Word@0010@All;LogisticRegression;68.17;68.26;68.26;68.33;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.59        95
           0       0.51      0.49      0.50        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[64 41 16]
 [22 47 23]
 [ 9  7 56]]";0 hour:1 min:22 sec
Word@0011@All;SVM;;;;;;;
Word@0011@All;RandomForest;;;;;;;
Word@0011@All;LogisticRegression;;;;;;;
Word@0100@All;SVM;66.76;66.71;66.71;67.2;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        95
           0       0.49      0.48      0.49        95
           1       0.71      0.61      0.66        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[62 35 13]
 [23 46 24]
 [10 14 58]]";0 hour:1 min:44 sec
Word@0100@All;RandomForest;87.89;88.07;87.85;88.65;"              precision    recall  f1-score   support

          -1       0.43      0.94      0.59        95
           0       0.71      0.11      0.18        95
           1       0.71      0.48      0.58        95

    accuracy                           0.51       285
   macro avg       0.62      0.51      0.45       285
weighted avg       0.62      0.51      0.45       285
";"[[89 72 45]
 [ 0 10  4]
 [ 6 13 46]]";0 hour:1 min:56 sec
Word@0100@All;LogisticRegression;68.63;68.72;68.72;68.81;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        95
           0       0.49      0.46      0.48        95
           1       0.68      0.57      0.62        95

    accuracy                           0.57       285
   macro avg       0.58      0.57      0.57       285
weighted avg       0.58      0.57      0.57       285
";"[[65 34 16]
 [21 44 25]
 [ 9 17 54]]";0 hour:1 min:16 sec
Word@0101@All;SVM;;;;;;;
Word@0101@All;RandomForest;;;;;;;
Word@0101@All;LogisticRegression;;;;;;;
Word@0110@All;SVM;;;;;;;
Word@0110@All;RandomForest;;;;;;;
Word@0110@All;LogisticRegression;;;;;;;
Word@0111@All;SVM;;;;;;;
Word@0111@All;RandomForest;;;;;;;
Word@0111@All;LogisticRegression;;;;;;;
Word@1000@All;SVM;67.07;67.08;67.08;67.43;"              precision    recall  f1-score   support

          -1       0.50      0.62      0.56        95
           0       0.49      0.48      0.49        95
           1       0.77      0.61      0.68        95

    accuracy                           0.57       285
   macro avg       0.59      0.57      0.58       285
weighted avg       0.59      0.57      0.58       285
";"[[59 43 15]
 [25 46 22]
 [11  6 58]]";0 hour:1 min:45 sec
Word@1000@All;RandomForest;87.74;87.75;87.75;88.66;"              precision    recall  f1-score   support

          -1       0.40      0.88      0.55        95
           0       0.38      0.05      0.09        95
           1       0.75      0.47      0.58        95

    accuracy                           0.47       285
   macro avg       0.51      0.47      0.41       285
weighted avg       0.51      0.47      0.41       285
";"[[84 81 47]
 [ 5  5  3]
 [ 6  9 45]]";0 hour:2 min:3 sec
Word@1000@All;LogisticRegression;68.0;68.08;68.08;68.2;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.60        95
           0       0.51      0.48      0.49        95
           1       0.76      0.59      0.66        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.58       285
weighted avg       0.60      0.58      0.58       285
";"[[64 40 16]
 [22 46 23]
 [ 9  9 56]]";0 hour:1 min:21 sec
Word@1001@All;SVM;;;;;;;
Word@1001@All;RandomForest;;;;;;;
Word@1001@All;LogisticRegression;;;;;;;
Word@1010@All;SVM;;;;;;;
Word@1010@All;RandomForest;;;;;;;
Word@1010@All;LogisticRegression;;;;;;;
Word@1011@All;SVM;;;;;;;
Word@1011@All;RandomForest;;;;;;;
Word@1011@All;LogisticRegression;;;;;;;
Word@1100@All;SVM;;;;;;;
Word@1100@All;RandomForest;;;;;;;
Word@1100@All;LogisticRegression;;;;;;;
Word@1101@All;SVM;;;;;;;
Word@1101@All;RandomForest;;;;;;;
Word@1101@All;LogisticRegression;;;;;;;
Word@1110@All;SVM;;;;;;;
Word@1110@All;RandomForest;;;;;;;
Word@1110@All;LogisticRegression;;;;;;;
Word@1111@All;SVM;66.93;66.9;66.9;67.38;"              precision    recall  f1-score   support

          -1       0.50      0.60      0.55        95
           0       0.48      0.48      0.48        95
           1       0.75      0.61      0.67        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[57 43 13]
 [25 46 24]
 [13  6 58]]";0 hour:1 min:55 sec
Word@1111@All;RandomForest;87.93;88.07;88.14;88.77;"              precision    recall  f1-score   support

          -1       0.42      0.88      0.57        95
           0       0.68      0.14      0.23        95
           1       0.66      0.45      0.54        95

    accuracy                           0.49       285
   macro avg       0.59      0.49      0.44       285
weighted avg       0.59      0.49      0.44       285
";"[[84 68 49]
 [ 3 13  3]
 [ 8 14 43]]";0 hour:2 min:8 sec
Word@1111@All;LogisticRegression;68.08;68.17;68.17;68.26;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.51      0.48      0.49        95
           1       0.75      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 40 18]
 [22 46 23]
 [ 9  9 54]]";0 hour:1 min:26 sec
PhonemeFreq@0001@All;SVM;52.16;52.46;52.46;52.36;"              precision    recall  f1-score   support

          -1       0.43      0.48      0.46        95
           0       0.40      0.35      0.37        95
           1       0.52      0.53      0.52        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.45       285
weighted avg       0.45      0.45      0.45       285
";"[[46 37 24]
 [28 33 21]
 [21 25 50]]";0 hour:4 min:20 sec
PhonemeFreq@0001@All;RandomForest;80.41;79.87;80.3;80.85;"              precision    recall  f1-score   support

          -1       0.39      0.72      0.51        95
           0       0.29      0.07      0.12        95
           1       0.39      0.36      0.37        95

    accuracy                           0.38       285
   macro avg       0.36      0.38      0.33       285
weighted avg       0.36      0.38      0.33       285
";"[[68 55 51]
 [ 7  7 10]
 [20 33 34]]";0 hour:2 min:59 sec
PhonemeFreq@0001@All;LogisticRegression;54.83;55.06;55.06;55.0;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.39      0.35      0.37        95
           1       0.50      0.43      0.46        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 40 27]
 [24 33 27]
 [19 22 41]]";0 hour:2 min:59 sec
PhonemeFreq@0010@All;SVM;52.97;53.15;53.15;53.24;"              precision    recall  f1-score   support

          -1       0.47      0.57      0.51        95
           0       0.38      0.35      0.36        95
           1       0.53      0.46      0.49        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[54 38 23]
 [26 33 28]
 [15 24 44]]";0 hour:4 min:11 sec
PhonemeFreq@0010@All;RandomForest;78.89;79.06;78.82;79.83;"              precision    recall  f1-score   support

          -1       0.42      0.73      0.53        95
           0       0.34      0.11      0.16        95
           1       0.51      0.49      0.50        95

    accuracy                           0.44       285
   macro avg       0.43      0.44      0.40       285
weighted avg       0.43      0.44      0.40       285
";"[[69 58 37]
 [ 8 10 11]
 [18 27 47]]";0 hour:2 min:48 sec
PhonemeFreq@0010@All;LogisticRegression;55.66;55.84;55.84;55.77;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.49        95
           0       0.40      0.35      0.37        95
           1       0.52      0.44      0.48        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.45       285
weighted avg       0.45      0.45      0.45       285
";"[[53 41 28]
 [24 33 25]
 [18 21 42]]";0 hour:3 min:2 sec
PhonemeFreq@0011@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:52 sec
PhonemeFreq@0011@All;RandomForest;79.83;80.04;79.87;80.89;"              precision    recall  f1-score   support

          -1       0.41      0.83      0.55        95
           0       0.28      0.07      0.12        95
           1       0.59      0.43      0.50        95

    accuracy                           0.45       285
   macro avg       0.43      0.45      0.39       285
weighted avg       0.43      0.45      0.39       285
";"[[79 69 43]
 [ 7  7 11]
 [ 9 19 41]]";0 hour:2 min:45 sec
PhonemeFreq@0011@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:29 sec
PhonemeFreq@0100@All;SVM;52.85;53.06;53.06;53.06;"              precision    recall  f1-score   support

          -1       0.44      0.57      0.50        95
           0       0.37      0.34      0.35        95
           1       0.50      0.40      0.44        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.43       285
weighted avg       0.44      0.44      0.43       285
";"[[54 40 28]
 [26 32 29]
 [15 23 38]]";0 hour:4 min:16 sec
PhonemeFreq@0100@All;RandomForest;79.97;79.7;80.28;80.8;"              precision    recall  f1-score   support

          -1       0.44      0.81      0.57        95
           0       0.36      0.15      0.21        95
           1       0.47      0.36      0.41        95

    accuracy                           0.44       285
   macro avg       0.42      0.44      0.40       285
weighted avg       0.42      0.44      0.40       285
";"[[77 51 46]
 [10 14 15]
 [ 8 30 34]]";0 hour:2 min:45 sec
PhonemeFreq@0100@All;LogisticRegression;54.13;54.38;54.38;54.27;"              precision    recall  f1-score   support

          -1       0.44      0.59      0.51        95
           0       0.41      0.36      0.38        95
           1       0.56      0.45      0.50        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.46       285
weighted avg       0.47      0.47      0.46       285
";"[[56 43 27]
 [23 34 25]
 [16 18 43]]";0 hour:3 min:14 sec
PhonemeFreq@0101@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:47 sec
PhonemeFreq@0101@All;RandomForest;80.05;79.77;80.31;81.21;"              precision    recall  f1-score   support

          -1       0.39      0.76      0.51        95
           0       0.47      0.19      0.27        95
           1       0.55      0.35      0.43        95

    accuracy                           0.43       285
   macro avg       0.47      0.43      0.40       285
weighted avg       0.47      0.43      0.40       285
";"[[72 63 52]
 [10 18 10]
 [13 14 33]]";0 hour:2 min:21 sec
PhonemeFreq@0101@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:41 sec
PhonemeFreq@0110@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:56 sec
PhonemeFreq@0110@All;RandomForest;80.21;80.36;79.83;80.43;"              precision    recall  f1-score   support

          -1       0.42      0.82      0.56        95
           0       0.60      0.19      0.29        95
           1       0.59      0.44      0.51        95

    accuracy                           0.48       285
   macro avg       0.54      0.48      0.45       285
weighted avg       0.54      0.48      0.45       285
";"[[78 61 45]
 [ 4 18  8]
 [13 16 42]]";0 hour:2 min:44 sec
PhonemeFreq@0110@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:52 sec
PhonemeFreq@0111@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:4 min:4 sec
PhonemeFreq@0111@All;RandomForest;80.08;80.43;80.34;80.95;"              precision    recall  f1-score   support

          -1       0.39      0.78      0.52        95
           0       0.33      0.13      0.18        95
           1       0.54      0.33      0.41        95

    accuracy                           0.41       285
   macro avg       0.42      0.41      0.37       285
weighted avg       0.42      0.41      0.37       285
";"[[74 69 49]
 [ 9 12 15]
 [12 14 31]]";0 hour:2 min:49 sec
PhonemeFreq@0111@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:38 sec
PhonemeFreq@1000@All;SVM;54.64;54.74;54.74;54.96;"              precision    recall  f1-score   support

          -1       0.46      0.57      0.51        95
           0       0.44      0.40      0.42        95
           1       0.56      0.48      0.52        95

    accuracy                           0.48       285
   macro avg       0.49      0.48      0.48       285
weighted avg       0.49      0.48      0.48       285
";"[[54 39 24]
 [23 38 25]
 [18 18 46]]";0 hour:4 min:7 sec
PhonemeFreq@1000@All;RandomForest;78.93;79.0;79.63;79.67;"              precision    recall  f1-score   support

          -1       0.41      0.72      0.53        95
           0       0.22      0.07      0.11        95
           1       0.48      0.45      0.47        95

    accuracy                           0.41       285
   macro avg       0.37      0.41      0.37       285
weighted avg       0.37      0.41      0.37       285
";"[[68 57 39]
 [12  7 13]
 [15 31 43]]";0 hour:2 min:56 sec
PhonemeFreq@1000@All;LogisticRegression;56.5;56.66;56.66;56.6;"              precision    recall  f1-score   support

          -1       0.44      0.54      0.48        95
           0       0.40      0.38      0.39        95
           1       0.55      0.45      0.50        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[51 43 22]
 [25 36 30]
 [19 16 43]]";0 hour:2 min:55 sec
PhonemeFreq@1001@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:4 min:3 sec
PhonemeFreq@1001@All;RandomForest;79.54;79.92;79.99;80.54;"              precision    recall  f1-score   support

          -1       0.39      0.79      0.52        95
           0       0.35      0.12      0.17        95
           1       0.51      0.34      0.41        95

    accuracy                           0.41       285
   macro avg       0.42      0.41      0.37       285
weighted avg       0.42      0.41      0.37       285
";"[[75 64 52]
 [ 9 11 11]
 [11 20 32]]";0 hour:2 min:43 sec
PhonemeFreq@1001@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:39 sec
PhonemeFreq@1010@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:49 sec
PhonemeFreq@1010@All;RandomForest;80.15;80.25;79.79;81.07;"              precision    recall  f1-score   support

          -1       0.39      0.77      0.52        95
           0       0.34      0.12      0.17        95
           1       0.63      0.43      0.51        95

    accuracy                           0.44       285
   macro avg       0.45      0.44      0.40       285
weighted avg       0.45      0.44      0.40       285
";"[[73 70 45]
 [12 11  9]
 [10 14 41]]";0 hour:2 min:56 sec
PhonemeFreq@1010@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:50 sec
PhonemeFreq@1011@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:39 sec
PhonemeFreq@1011@All;RandomForest;79.92;79.82;79.85;81.03;"              precision    recall  f1-score   support

          -1       0.39      0.78      0.52        95
           0       0.47      0.15      0.22        95
           1       0.55      0.37      0.44        95

    accuracy                           0.43       285
   macro avg       0.47      0.43      0.39       285
weighted avg       0.47      0.43      0.39       285
";"[[74 67 50]
 [ 6 14 10]
 [15 14 35]]";0 hour:2 min:40 sec
PhonemeFreq@1011@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:42 sec
PhonemeFreq@1100@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:56 sec
PhonemeFreq@1100@All;RandomForest;79.9;80.6;80.09;80.67;"              precision    recall  f1-score   support

          -1       0.43      0.82      0.56        95
           0       0.60      0.26      0.36        95
           1       0.63      0.40      0.49        95

    accuracy                           0.49       285
   macro avg       0.55      0.49      0.47       285
weighted avg       0.55      0.49      0.47       285
";"[[78 57 48]
 [ 8 25  9]
 [ 9 13 38]]";0 hour:2 min:35 sec
PhonemeFreq@1100@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:38 sec
PhonemeFreq@1101@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:4 min:14 sec
PhonemeFreq@1101@All;RandomForest;79.76;79.75;80.06;80.38;"              precision    recall  f1-score   support

          -1       0.41      0.77      0.53        95
           0       0.54      0.20      0.29        95
           1       0.61      0.45      0.52        95

    accuracy                           0.47       285
   macro avg       0.52      0.47      0.45       285
weighted avg       0.52      0.47      0.45       285
";"[[73 63 44]
 [ 8 19  8]
 [14 13 43]]";0 hour:2 min:50 sec
PhonemeFreq@1101@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:41 sec
PhonemeFreq@1110@All;SVM;53.11;53.33;53.33;53.39;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.36      0.32      0.34        95
           1       0.52      0.45      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[52 42 25]
 [27 30 27]
 [16 23 43]]";0 hour:3 min:56 sec
PhonemeFreq@1110@All;RandomForest;79.71;80.29;80.08;80.47;"              precision    recall  f1-score   support

          -1       0.39      0.78      0.52        95
           0       0.34      0.11      0.16        95
           1       0.60      0.42      0.49        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.39       285
weighted avg       0.44      0.44      0.39       285
";"[[74 70 45]
 [ 9 10 10]
 [12 15 40]]";0 hour:2 min:42 sec
PhonemeFreq@1110@All;LogisticRegression;55.02;55.3;55.3;55.16;"              precision    recall  f1-score   support

          -1       0.43      0.56      0.48        95
           0       0.41      0.37      0.39        95
           1       0.54      0.43      0.48        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[53 41 30]
 [26 35 24]
 [16 19 41]]";0 hour:2 min:49 sec
PhonemeFreq@1111@All;SVM;54.02;54.19;54.19;54.29;"              precision    recall  f1-score   support

          -1       0.46      0.55      0.50        95
           0       0.38      0.35      0.36        95
           1       0.53      0.48      0.51        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[52 38 22]
 [26 33 27]
 [17 24 46]]";0 hour:4 min:1 sec
PhonemeFreq@1111@All;RandomForest;80.74;81.33;81.06;81.32;"              precision    recall  f1-score   support

          -1       0.44      0.75      0.55        95
           0       0.49      0.20      0.28        95
           1       0.51      0.45      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.44       285
weighted avg       0.48      0.47      0.44       285
";"[[71 49 41]
 [ 9 19 11]
 [15 27 43]]";0 hour:2 min:55 sec
PhonemeFreq@1111@All;LogisticRegression;55.99;56.2;56.2;56.04;"              precision    recall  f1-score   support

          -1       0.46      0.60      0.52        95
           0       0.41      0.35      0.38        95
           1       0.54      0.46      0.50        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.47       285
weighted avg       0.47      0.47      0.47       285
";"[[57 43 23]
 [20 33 28]
 [18 19 44]]";0 hour:2 min:58 sec
Phoneme@0001@All;SVM;36.54;40.48;40.48;40.97;"              precision    recall  f1-score   support

          -1       0.42      0.37      0.39        95
           0       0.55      0.17      0.26        95
           1       0.35      0.63      0.45        95

    accuracy                           0.39       285
   macro avg       0.44      0.39      0.37       285
weighted avg       0.44      0.39      0.37       285
";"[[35 21 28]
 [ 6 16  7]
 [54 58 60]]";0 hour:1 min:29 sec
Phoneme@0001@All;RandomForest;76.24;76.76;76.77;77.15;"              precision    recall  f1-score   support

          -1       0.39      0.65      0.49        95
           0       0.33      0.14      0.19        95
           1       0.36      0.33      0.34        95

    accuracy                           0.37       285
   macro avg       0.36      0.37      0.34       285
weighted avg       0.36      0.37      0.34       285
";"[[62 45 53]
 [15 13 11]
 [18 37 31]]";0 hour:2 min:30 sec
Phoneme@0001@All;LogisticRegression;38.91;42.53;42.53;41.61;"              precision    recall  f1-score   support

          -1       0.44      0.57      0.49        95
           0       0.55      0.17      0.26        95
           1       0.38      0.53      0.44        95

    accuracy                           0.42       285
   macro avg       0.46      0.42      0.40       285
weighted avg       0.46      0.42      0.40       285
";"[[54 32 38]
 [ 6 16  7]
 [35 47 50]]";0 hour:1 min:19 sec
Phoneme@0010@All;SVM;31.34;37.56;37.56;39.1;"              precision    recall  f1-score   support

          -1       0.59      0.11      0.18        95
           0       0.40      0.26      0.32        95
           1       0.37      0.80      0.51        95

    accuracy                           0.39       285
   macro avg       0.45      0.39      0.33       285
weighted avg       0.45      0.39      0.33       285
";"[[10  3  4]
 [23 25 15]
 [62 67 76]]";0 hour:1 min:26 sec
Phoneme@0010@All;RandomForest;77.82;77.6;77.9;78.47;"              precision    recall  f1-score   support

          -1       0.41      0.64      0.50        95
           0       0.41      0.18      0.25        95
           1       0.38      0.39      0.39        95

    accuracy                           0.40       285
   macro avg       0.40      0.40      0.38       285
weighted avg       0.40      0.40      0.38       285
";"[[61 41 45]
 [11 17 13]
 [23 37 37]]";0 hour:2 min:2 sec
Phoneme@0010@All;LogisticRegression;39.71;41.26;41.26;40.94;"              precision    recall  f1-score   support

          -1       0.46      0.37      0.41        95
           0       0.37      0.21      0.27        95
           1       0.37      0.60      0.46        95

    accuracy                           0.39       285
   macro avg       0.40      0.39      0.38       285
weighted avg       0.40      0.39      0.38       285
";"[[35 19 22]
 [18 20 16]
 [42 56 57]]";0 hour:1 min:9 sec
Phoneme@0011@All;SVM;;;;;;;
Phoneme@0011@All;RandomForest;;;;;;;
Phoneme@0011@All;LogisticRegression;;;;;;;
Phoneme@0100@All;SVM;27.11;35.33;35.33;37.14;"              precision    recall  f1-score   support

          -1       0.37      0.81      0.50        95
           0       0.41      0.31      0.35        95
           1       0.20      0.01      0.02        95

    accuracy                           0.38       285
   macro avg       0.33      0.38      0.29       285
weighted avg       0.33      0.38      0.29       285
";"[[77 64 69]
 [16 29 25]
 [ 2  2  1]]";0 hour:1 min:26 sec
Phoneme@0100@All;RandomForest;77.04;77.27;76.88;77.29;"              precision    recall  f1-score   support

          -1       0.42      0.72      0.53        95
           0       0.56      0.31      0.39        95
           1       0.44      0.34      0.38        95

    accuracy                           0.45       285
   macro avg       0.47      0.45      0.44       285
weighted avg       0.47      0.45      0.44       285
";"[[68 41 51]
 [11 29 12]
 [16 25 32]]";0 hour:2 min:1 sec
