model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
Word@0001@One;LogisticRegression;67.39;67.49;67.49;67.54;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.52      0.48      0.50        95
           1       0.77      0.60      0.67        95

    accuracy                           0.59       285
   macro avg       0.60      0.59      0.59       285
weighted avg       0.60      0.59      0.59       285
";"[[64 41 17]
 [22 46 21]
 [ 9  8 57]]";0 hour:1 min:14 sec
Word@0010@One;SVM;66.85;66.8;66.8;67.22;"              precision    recall  f1-score   support

          -1       0.53      0.61      0.57        95
           0       0.48      0.48      0.48        95
           1       0.72      0.61      0.66        95

    accuracy                           0.57       285
   macro avg       0.58      0.57      0.57       285
weighted avg       0.58      0.57      0.57       285
";"[[58 38 13]
 [25 46 24]
 [12 11 58]]";0 hour:1 min:48 sec
Word@0010@One;RandomForest;87.6;88.3;87.94;88.69;"              precision    recall  f1-score   support

          -1       0.42      0.92      0.57        95
           0       0.33      0.04      0.07        95
           1       0.75      0.51      0.60        95

    accuracy                           0.49       285
   macro avg       0.50      0.49      0.42       285
weighted avg       0.50      0.49      0.42       285
";"[[87 80 42]
 [ 3  4  5]
 [ 5 11 48]]";0 hour:2 min:0 sec
Word@0010@One;LogisticRegression;68.17;68.26;68.26;68.33;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.59        95
           0       0.51      0.49      0.50        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[64 41 16]
 [22 47 23]
 [ 9  7 56]]";0 hour:1 min:13 sec
Word@0011@One;SVM;;;;;;;
Word@0011@One;RandomForest;;;;;;;
Word@0011@One;LogisticRegression;;;;;;;
Word@0100@One;SVM;66.76;66.71;66.71;67.2;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        95
           0       0.49      0.48      0.49        95
           1       0.71      0.61      0.66        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[62 35 13]
 [23 46 24]
 [10 14 58]]";0 hour:1 min:42 sec
Word@0100@One;RandomForest;87.92;87.79;88.07;88.73;"              precision    recall  f1-score   support

          -1       0.41      0.93      0.57        95
           0       0.71      0.11      0.18        95
           1       0.81      0.49      0.61        95

    accuracy                           0.51       285
   macro avg       0.65      0.51      0.46       285
weighted avg       0.65      0.51      0.46       285
";"[[88 80 45]
 [ 1 10  3]
 [ 6  5 47]]";0 hour:1 min:52 sec
Word@0100@One;LogisticRegression;68.63;68.72;68.72;68.81;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        95
           0       0.49      0.46      0.48        95
           1       0.68      0.57      0.62        95

    accuracy                           0.57       285
   macro avg       0.58      0.57      0.57       285
weighted avg       0.58      0.57      0.57       285
";"[[65 34 16]
 [21 44 25]
 [ 9 17 54]]";0 hour:1 min:11 sec
Word@0101@One;SVM;;;;;;;
Word@0101@One;RandomForest;;;;;;;
Word@0101@One;LogisticRegression;;;;;;;
Word@0110@One;SVM;;;;;;;
Word@0110@One;RandomForest;;;;;;;
Word@0110@One;LogisticRegression;;;;;;;
Word@0111@One;SVM;;;;;;;
Word@0111@One;RandomForest;;;;;;;
Word@0111@One;LogisticRegression;;;;;;;
Word@1000@One;SVM;67.07;67.08;67.08;67.43;"              precision    recall  f1-score   support

          -1       0.50      0.62      0.56        95
           0       0.49      0.48      0.49        95
           1       0.77      0.61      0.68        95

    accuracy                           0.57       285
   macro avg       0.59      0.57      0.58       285
weighted avg       0.59      0.57      0.58       285
";"[[59 43 15]
 [25 46 22]
 [11  6 58]]";0 hour:1 min:42 sec
Word@1000@One;RandomForest;87.51;87.83;87.27;88.7;"              precision    recall  f1-score   support

          -1       0.41      0.89      0.56        95
           0       0.81      0.18      0.29        95
           1       0.78      0.45      0.57        95

    accuracy                           0.51       285
   macro avg       0.67      0.51      0.48       285
weighted avg       0.67      0.51      0.48       285
";"[[85 73 51]
 [ 3 17  1]
 [ 7  5 43]]";0 hour:1 min:59 sec
Word@1000@One;LogisticRegression;68.0;68.08;68.08;68.2;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.60        95
           0       0.51      0.48      0.49        95
           1       0.76      0.59      0.66        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.58       285
weighted avg       0.60      0.58      0.58       285
";"[[64 40 16]
 [22 46 23]
 [ 9  9 56]]";0 hour:1 min:17 sec
Word@1001@One;SVM;;;;;;;
Word@1001@One;RandomForest;;;;;;;
Word@1001@One;LogisticRegression;;;;;;;
Word@1010@One;SVM;;;;;;;
Word@1010@One;RandomForest;;;;;;;
Word@1010@One;LogisticRegression;;;;;;;
Word@1011@One;SVM;;;;;;;
Word@1011@One;RandomForest;;;;;;;
Word@1011@One;LogisticRegression;;;;;;;
Word@1100@One;SVM;;;;;;;
Word@1100@One;RandomForest;;;;;;;
Word@1100@One;LogisticRegression;;;;;;;
Word@1101@One;SVM;;;;;;;
Word@1101@One;RandomForest;;;;;;;
Word@1101@One;LogisticRegression;;;;;;;
Word@1110@One;SVM;;;;;;;
Word@1110@One;RandomForest;;;;;;;
Word@1110@One;LogisticRegression;;;;;;;
Word@1111@One;SVM;66.93;66.9;66.9;67.38;"              precision    recall  f1-score   support

          -1       0.50      0.60      0.55        95
           0       0.48      0.48      0.48        95
           1       0.75      0.61      0.67        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[57 43 13]
 [25 46 24]
 [13  6 58]]";0 hour:1 min:47 sec
Word@1111@One;RandomForest;87.82;87.71;87.92;88.67;"              precision    recall  f1-score   support

          -1       0.39      0.93      0.55        95
           0       0.67      0.08      0.15        95
           1       0.84      0.43      0.57        95

    accuracy                           0.48       285
   macro avg       0.63      0.48      0.42       285
weighted avg       0.63      0.48      0.42       285
";"[[88 85 51]
 [ 1  8  3]
 [ 6  2 41]]";0 hour:1 min:57 sec
Word@1111@One;LogisticRegression;68.08;68.17;68.17;68.26;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.51      0.48      0.49        95
           1       0.75      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 40 18]
 [22 46 23]
 [ 9  9 54]]";0 hour:1 min:14 sec
PhonemeFreq@0001@One;SVM;52.17;52.51;52.51;52.5;"              precision    recall  f1-score   support

          -1       0.45      0.53      0.49        95
           0       0.40      0.35      0.37        95
           1       0.53      0.51      0.52        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[50 37 24]
 [27 33 23]
 [18 25 48]]";0 hour:3 min:56 sec
PhonemeFreq@0001@One;RandomForest;80.81;80.6;80.57;81.8;"              precision    recall  f1-score   support

          -1       0.41      0.67      0.51        95
           0       0.27      0.08      0.13        95
           1       0.43      0.45      0.44        95

    accuracy                           0.40       285
   macro avg       0.37      0.40      0.36       285
weighted avg       0.37      0.40      0.36       285
";"[[64 52 40]
 [10  8 12]
 [21 35 43]]";0 hour:2 min:34 sec
PhonemeFreq@0001@One;LogisticRegression;54.75;54.97;54.97;54.89;"              precision    recall  f1-score   support

          -1       0.44      0.57      0.50        95
           0       0.41      0.36      0.38        95
           1       0.54      0.45      0.49        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[54 41 27]
 [24 34 25]
 [17 20 43]]";0 hour:2 min:32 sec
PhonemeFreq@0010@One;SVM;52.9;53.11;53.11;53.2;"              precision    recall  f1-score   support

          -1       0.47      0.59      0.53        95
           0       0.37      0.35      0.36        95
           1       0.48      0.39      0.43        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.44       285
weighted avg       0.44      0.44      0.44       285
";"[[56 38 24]
 [23 33 34]
 [16 24 37]]";0 hour:3 min:52 sec
PhonemeFreq@0010@One;RandomForest;79.52;79.89;79.45;80.63;"              precision    recall  f1-score   support

          -1       0.42      0.71      0.53        95
           0       0.39      0.12      0.18        95
           1       0.44      0.46      0.45        95

    accuracy                           0.43       285
   macro avg       0.42      0.43      0.39       285
weighted avg       0.42      0.43      0.39       285
";"[[67 49 42]
 [ 8 11  9]
 [20 35 44]]";0 hour:2 min:37 sec
PhonemeFreq@0010@One;LogisticRegression;55.82;56.02;56.02;55.91;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.42      0.36      0.39        95
           1       0.55      0.47      0.51        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.47       285
weighted avg       0.47      0.47      0.47       285
";"[[55 41 27]
 [23 34 23]
 [17 20 45]]";0 hour:2 min:36 sec
PhonemeFreq@0011@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:33 sec
PhonemeFreq@0011@One;RandomForest;80.78;80.94;80.59;81.58;"              precision    recall  f1-score   support

          -1       0.41      0.80      0.54        95
           0       0.45      0.15      0.22        95
           1       0.63      0.46      0.53        95

    accuracy                           0.47       285
   macro avg       0.50      0.47      0.43       285
weighted avg       0.50      0.47      0.43       285
";"[[76 66 42]
 [ 8 14  9]
 [11 15 44]]";0 hour:2 min:33 sec
PhonemeFreq@0011@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:14 sec
PhonemeFreq@0100@One;SVM;52.7;52.88;52.88;52.97;"              precision    recall  f1-score   support

          -1       0.46      0.58      0.51        95
           0       0.39      0.39      0.39        95
           1       0.49      0.37      0.42        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 37 28]
 [25 37 32]
 [15 21 35]]";0 hour:3 min:50 sec
PhonemeFreq@0100@One;RandomForest;81.15;81.25;80.8;81.67;"              precision    recall  f1-score   support

          -1       0.38      0.77      0.51        95
           0       0.41      0.14      0.20        95
           1       0.59      0.39      0.47        95

    accuracy                           0.43       285
   macro avg       0.46      0.43      0.40       285
weighted avg       0.46      0.43      0.40       285
";"[[73 69 48]
 [ 9 13 10]
 [13 13 37]]";0 hour:2 min:41 sec
PhonemeFreq@0100@One;LogisticRegression;54.37;54.61;54.61;54.5;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.51        95
           0       0.43      0.41      0.42        95
           1       0.56      0.43      0.49        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.47       285
weighted avg       0.48      0.47      0.47       285
";"[[55 39 28]
 [25 39 26]
 [15 17 41]]";0 hour:2 min:35 sec
PhonemeFreq@0101@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:28 sec
PhonemeFreq@0101@One;RandomForest;80.85;81.47;80.84;81.73;"              precision    recall  f1-score   support

          -1       0.40      0.78      0.53        95
           0       0.28      0.07      0.12        95
           1       0.62      0.51      0.56        95

    accuracy                           0.45       285
   macro avg       0.44      0.45      0.40       285
weighted avg       0.44      0.45      0.40       285
";"[[74 73 36]
 [ 7  7 11]
 [14 15 48]]";0 hour:2 min:21 sec
PhonemeFreq@0101@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:8 sec
PhonemeFreq@0110@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:24 sec
PhonemeFreq@0110@One;RandomForest;80.44;81.41;80.73;82.06;"              precision    recall  f1-score   support

          -1       0.40      0.81      0.53        95
           0       0.28      0.08      0.13        95
           1       0.65      0.43      0.52        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.39       285
weighted avg       0.44      0.44      0.39       285
";"[[77 75 41]
 [ 8  8 13]
 [10 12 41]]";0 hour:2 min:23 sec
PhonemeFreq@0110@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:32 sec
PhonemeFreq@0111@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:28 sec
PhonemeFreq@0111@One;RandomForest;80.84;80.92;80.96;81.5;"              precision    recall  f1-score   support

          -1       0.40      0.82      0.54        95
           0       0.54      0.16      0.24        95
           1       0.64      0.41      0.50        95

    accuracy                           0.46       285
   macro avg       0.52      0.46      0.43       285
weighted avg       0.52      0.46      0.43       285
";"[[78 68 50]
 [ 7 15  6]
 [10 12 39]]";0 hour:2 min:35 sec
PhonemeFreq@0111@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:18 sec
PhonemeFreq@1000@One;SVM;54.7;54.83;54.83;55.0;"              precision    recall  f1-score   support

          -1       0.47      0.59      0.52        95
           0       0.45      0.40      0.42        95
           1       0.56      0.48      0.52        95

    accuracy                           0.49       285
   macro avg       0.49      0.49      0.49       285
weighted avg       0.49      0.49      0.49       285
";"[[56 39 24]
 [21 38 25]
 [18 18 46]]";0 hour:3 min:53 sec
PhonemeFreq@1000@One;RandomForest;80.0;80.32;79.74;80.42;"              precision    recall  f1-score   support

          -1       0.45      0.72      0.55        95
           0       0.36      0.17      0.23        95
           1       0.47      0.44      0.46        95

    accuracy                           0.44       285
   macro avg       0.43      0.44      0.41       285
weighted avg       0.43      0.44      0.41       285
";"[[68 47 37]
 [12 16 16]
 [15 32 42]]";0 hour:2 min:59 sec
PhonemeFreq@1000@One;LogisticRegression;56.55;56.75;56.75;56.63;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.39      0.38      0.38        95
           1       0.57      0.45      0.51        95

    accuracy                           0.46       285
   macro avg       0.47      0.46      0.46       285
weighted avg       0.47      0.46      0.46       285
";"[[52 43 22]
 [27 36 30]
 [16 16 43]]";0 hour:2 min:46 sec
PhonemeFreq@1001@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:41 sec
PhonemeFreq@1001@One;RandomForest;80.77;81.25;80.94;81.96;"              precision    recall  f1-score   support

          -1       0.40      0.81      0.54        95
           0       0.35      0.09      0.15        95
           1       0.70      0.49      0.58        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.42       285
weighted avg       0.48      0.47      0.42       285
";"[[77 73 42]
 [11  9  6]
 [ 7 13 47]]";0 hour:2 min:34 sec
PhonemeFreq@1001@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:17 sec
PhonemeFreq@1010@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:35 sec
PhonemeFreq@1010@One;RandomForest;80.96;80.65;81.08;81.52;"              precision    recall  f1-score   support

          -1       0.41      0.80      0.54        95
           0       0.38      0.12      0.18        95
           1       0.57      0.41      0.48        95

    accuracy                           0.44       285
   macro avg       0.45      0.44      0.40       285
weighted avg       0.45      0.44      0.40       285
";"[[76 65 46]
 [ 8 11 10]
 [11 19 39]]";0 hour:2 min:22 sec
PhonemeFreq@1010@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:23 sec
PhonemeFreq@1011@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:44 sec
PhonemeFreq@1011@One;RandomForest;81.24;80.87;80.92;81.86;"              precision    recall  f1-score   support

          -1       0.38      0.79      0.52        95
           0       0.25      0.07      0.11        95
           1       0.66      0.43      0.52        95

    accuracy                           0.43       285
   macro avg       0.43      0.43      0.38       285
weighted avg       0.43      0.43      0.38       285
";"[[75 76 44]
 [11  7 10]
 [ 9 12 41]]";0 hour:2 min:16 sec
PhonemeFreq@1011@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:3 min:0 sec
PhonemeFreq@1100@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:34 sec
PhonemeFreq@1100@One;RandomForest;80.69;80.75;80.82;81.67;"              precision    recall  f1-score   support

          -1       0.39      0.78      0.52        95
           0       0.23      0.07      0.11        95
           1       0.70      0.46      0.56        95

    accuracy                           0.44       285
   macro avg       0.44      0.44      0.40       285
weighted avg       0.44      0.44      0.40       285
";"[[74 75 42]
 [15  7  9]
 [ 6 13 44]]";0 hour:2 min:36 sec
PhonemeFreq@1100@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:13 sec
PhonemeFreq@1101@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:46 sec
PhonemeFreq@1101@One;RandomForest;80.63;80.82;80.81;81.7;"              precision    recall  f1-score   support

          -1       0.39      0.78      0.52        95
           0       0.21      0.07      0.11        95
           1       0.62      0.40      0.49        95

    accuracy                           0.42       285
   macro avg       0.41      0.42      0.37       285
weighted avg       0.41      0.42      0.37       285
";"[[74 73 43]
 [13  7 14]
 [ 8 15 38]]";0 hour:2 min:35 sec
PhonemeFreq@1101@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:32 sec
PhonemeFreq@1110@One;SVM;52.58;52.79;52.79;52.92;"              precision    recall  f1-score   support

          -1       0.45      0.58      0.50        95
           0       0.38      0.34      0.36        95
           1       0.52      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[55 42 26]
 [24 32 29]
 [16 21 40]]";0 hour:3 min:33 sec
PhonemeFreq@1110@One;RandomForest;80.53;81.11;80.89;81.96;"              precision    recall  f1-score   support

          -1       0.40      0.83      0.54        95
           0       0.19      0.04      0.07        95
           1       0.58      0.40      0.48        95

    accuracy                           0.42       285
   macro avg       0.39      0.42      0.36       285
weighted avg       0.39      0.42      0.36       285
";"[[79 73 47]
 [ 7  4 10]
 [ 9 18 38]]";0 hour:2 min:27 sec
PhonemeFreq@1110@One;LogisticRegression;54.93;55.16;55.16;55.07;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.43      0.40      0.41        95
           1       0.56      0.42      0.48        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.46       285
weighted avg       0.48      0.47      0.46       285
";"[[55 41 29]
 [25 38 26]
 [15 16 40]]";0 hour:2 min:28 sec
PhonemeFreq@1111@One;SVM;54.2;54.42;54.42;54.5;"              precision    recall  f1-score   support

          -1       0.47      0.57      0.51        95
           0       0.41      0.35      0.38        95
           1       0.52      0.48      0.50        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.46       285
weighted avg       0.47      0.47      0.46       285
";"[[54 38 24]
 [23 33 25]
 [18 24 46]]";0 hour:3 min:45 sec
PhonemeFreq@1111@One;RandomForest;82.19;81.77;81.96;82.79;"              precision    recall  f1-score   support

          -1       0.42      0.72      0.53        95
           0       0.28      0.09      0.14        95
           1       0.52      0.49      0.51        95

    accuracy                           0.44       285
   macro avg       0.41      0.44      0.39       285
weighted avg       0.41      0.44      0.39       285
";"[[68 57 37]
 [12  9 11]
 [15 29 47]]";0 hour:2 min:54 sec
PhonemeFreq@1111@One;LogisticRegression;55.89;56.11;56.11;55.93;"              precision    recall  f1-score   support

          -1       0.45      0.59      0.51        95
           0       0.41      0.35      0.38        95
           1       0.56      0.47      0.51        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.47       285
weighted avg       0.47      0.47      0.47       285
";"[[56 44 24]
 [22 33 26]
 [17 18 45]]";0 hour:2 min:42 sec
Phoneme@0001@One;SVM;37.25;41.44;41.44;41.94;"              precision    recall  f1-score   support

          -1       0.42      0.36      0.39        95
           0       0.55      0.17      0.26        95
           1       0.34      0.63      0.44        95

    accuracy                           0.39       285
   macro avg       0.44      0.39      0.36       285
weighted avg       0.44      0.39      0.36       285
";"[[34 19 28]
 [ 6 16  7]
 [55 60 60]]";0 hour:1 min:13 sec
Phoneme@0001@One;RandomForest;77.45;77.18;77.28;78.47;"              precision    recall  f1-score   support

          -1       0.39      0.57      0.46        95
           0       0.44      0.26      0.33        95
           1       0.46      0.43      0.44        95

    accuracy                           0.42       285
   macro avg       0.43      0.42      0.41       285
weighted avg       0.43      0.42      0.41       285
";"[[54 44 40]
 [18 25 14]
 [23 26 41]]";0 hour:1 min:55 sec
Phoneme@0001@One;LogisticRegression;40.85;43.3;43.3;41.94;"              precision    recall  f1-score   support

          -1       0.41      0.46      0.43        95
           0       0.40      0.21      0.28        95
           1       0.39      0.53      0.45        95

    accuracy                           0.40       285
   macro avg       0.40      0.40      0.39       285
weighted avg       0.40      0.40      0.39       285
";"[[44 33 31]
 [16 20 14]
 [35 42 50]]";0 hour:1 min:5 sec
Phoneme@0010@One;SVM;33.65;38.75;38.75;40.08;"              precision    recall  f1-score   support

          -1       0.58      0.15      0.24        95
           0       0.46      0.25      0.33        95
           1       0.37      0.81      0.51        95

    accuracy                           0.40       285
   macro avg       0.47      0.40      0.36       285
weighted avg       0.47      0.40      0.36       285
";"[[14  5  5]
 [15 24 13]
 [66 66 77]]";0 hour:1 min:17 sec
Phoneme@0010@One;RandomForest;77.08;77.43;77.26;78.22;"              precision    recall  f1-score   support

          -1       0.38      0.57      0.45        95
           0       0.45      0.20      0.28        95
           1       0.49      0.52      0.50        95

    accuracy                           0.43       285
   macro avg       0.44      0.43      0.41       285
weighted avg       0.44      0.43      0.41       285
";"[[54 51 38]
 [15 19  8]
 [26 25 49]]";0 hour:1 min:49 sec
Phoneme@0010@One;LogisticRegression;41.18;42.12;42.12;42.06;"              precision    recall  f1-score   support

          -1       0.46      0.28      0.35        95
           0       0.37      0.34      0.35        95
           1       0.44      0.64      0.52        95

    accuracy                           0.42       285
   macro avg       0.42      0.42      0.41       285
weighted avg       0.42      0.42      0.41       285
";"[[27 18 14]
 [34 32 20]
 [34 45 61]]";0 hour:1 min:5 sec
Phoneme@0011@One;SVM;;;;;;;
Phoneme@0011@One;RandomForest;;;;;;;
Phoneme@0011@One;LogisticRegression;;;;;;;
Phoneme@0100@One;SVM;29.34;36.24;36.24;41.25;"              precision    recall  f1-score   support

          -1       0.36      0.80      0.50        95
           0       0.43      0.31      0.36        95
           1       0.56      0.05      0.10        95

    accuracy                           0.39       285
   macro avg       0.45      0.39      0.32       285
weighted avg       0.45      0.39      0.32       285
";"[[76 64 69]
 [17 29 21]
 [ 2  2  5]]";0 hour:1 min:14 sec
Phoneme@0100@One;RandomForest;76.27;77.12;77.29;78.35;"              precision    recall  f1-score   support

          -1       0.40      0.72      0.51        95
           0       0.47      0.24      0.32        95
           1       0.47      0.32      0.38        95

    accuracy                           0.42       285
   macro avg       0.44      0.42      0.40       285
weighted avg       0.44      0.42      0.40       285
";"[[68 55 49]
 [10 23 16]
 [17 17 30]]";0 hour:1 min:54 sec
